सालभर	s ɑː l b ʱ ə ɾ
सूनू	s uː n uː
चपाती	t͡ʃ ə p ɑː t̪ iː
सूची	s uː t͡ʃ iː
जनभाषा	d͡ʒ ə n b ʱ ɑː ʃ ɑː
मार्फ़िया	m ɑː ɾ f iː j ɑː
दक्ष	d̪ ə k ʃ
मामी	m ɑː m iː
शत	ʃ ə t̪
तरेरना	t̪ ə ɾ eː ɾ n ɑː
लाट	l ɑː ʈ
होंडुरस	ɦ oː n ɖ ʊ ɾ ə s
टीकाकरण	ʈ iː k ɑː k ə ɾ ə n
अरुचिकर	ə ɾ ʊ t͡ʃ ɪ k ə ɾ
राजनयिक	ɾ ɑː d͡ʒ n ə j ɪ k
सिपाही	s ɪ p ɑː iː
अचरज	ə t͡ʃ ɾ ə d͡ʒ
जोखिम	d͡ʒ oː kʰ ɪ m
कितक	k ɪ t̪ ə k
जॉर्डन	d͡ʒ ɔː ɾ ɖ ə n
वास्तुकला	ʋ ɑː s t̪ ʊ k ə l ɑː
आहार	ɑː ɦ ɑː ɾ
हमलावर	ɦ ə m l ɑː ʋ ə ɾ
सुभानअल्लाह	s ʊ b ʱ ɑː n ‿ ə l l ɑː ʱ
सेवा	s eː ʋ ɑː
एस्टोनिया	eː s ʈ oː n iː j ɑː
चटनी	t͡ʃ ə ʈ n iː
हरामी	ɦ ə ɾ ɑː m iː
मटकना	m ə ʈ ə k n ɑː
पादरी	p ɑː d̪ ɾ iː
अवकलन	ə ʋ k ə l ə n
कर्मी	k ə ɾ m iː
सिकंदराबाद	s ɪ k ə n d̪ ə ɾ ɑː b ɑː d̪
उपन्यासकार	ʊ p ə n j ɑː s k ɑː ɾ
सतह	s ə t̪ ə ʱ
परिक्रमा	p ə ɾ ɪ k ɾ ə m ɑː
तुझ	t̪ ʊ d͡ʒ ʱ
मुक्केबाज़	m ʊ k k eː b ɑː z
खग	kʰ ə ɡ
ललकार	l ə l k ɑː ɾ
भिन्न	b ʱ ɪ n n
तान	t̪ ɑː n
साहसी	s ɑː ʱ s iː
स्वभाव	s w ə b ʱ ɑː ʋ
तद्भव	t̪ ə d̪ b ʱ ə ʋ
आतिशबाजी	ɑː t̪ ɪ ʃ b ɑː d͡ʒ iː
रखा	ɾ ə kʰ ɑː
वॉट	ʋ ɔː ʈ
नसीब	n ə s iː b
उन्नाव	ʊ n n ɑː ʋ
मँगवाना	m ə ŋ ɡ ʋ ɑː n ɑː
अर्थात	ə ɾ t̪ʰ ɑː t̪
सहमत	s ɛː ʱ m ə t̪
सस्ता	s ə s t̪ ɑː
समाजसेवा	s ə m ɑː d͡ʒ s eː ʋ ɑː
थापना	t̪ʰ ɑː p n ɑː
सूजन	s uː d͡ʒ ə n
हस्ती	ɦ ə s t̪ iː
चुड़ैल	t͡ʃ ʊ ɽ ɛː l
चलना	t͡ʃ ə l n ɑː
छड़	t͡ʃʰ ə ɽ
सीट	s iː ʈ
मसनवी	m ə s n ə ʋ iː
अदहन	ə d̪ ʱ ə n
ममता	m ə m t̪ ɑː
कड़वापन	k ə ɽ ʋ ɑː p ə n
नवरात्रि	n ə ʋ ɾ ɑː t̪ ɾ iː
उन्मुक्त	ʊ n m ʊ k t̪
तलना	t̪ ə l n ɑː
निष्फल	n ɪ ʃ pʰ ə l
अधिसूचना	ə d̪ ʱ ɪ s uː t͡ʃ n ɑː
आदर	ɑː d̪ ə ɾ
चाँद	t͡ʃ ɑː n d̪
बिछाना	b ɪ t͡ʃʰ ɑː n ɑː
फ़िदा	f ɪ d̪ ɑː
अज़ाब	ə z ɑː b
अनुकूलन	ə n ʊ k uː l ə n
प्रतिरोध	p ɾ ə t̪ ɪ ɾ oː d̪ ʱ
लंगोटी	l ə ŋ ɡ oː ʈ iː
औपचारिक	ɔː p t͡ʃ ɑː ɾ ɪ k
लट्टू	l ə ʈ ʈ uː
कंडकटर	k ə n ɖ ə k ʈ ə ɾ
निकट	n ɪ k ə ʈ
चित्रकला	t͡ʃ ɪ t̪ ɾ k ə l ɑː
औषधीय	ɔː ʃ d̪ ʱ iː j
विभाजन	ʋ ɪ b ʱ ɑː d͡ʒ ə n
मैसिडोनिया	m ɛː s ɪ ɖ oː n iː j ɑː
फूल	pʰ uː l
फ़िनलैंड	f ɪ n l ɛː n ɖ
धनबाद	d̪ ʱ ə n b ɑː d̪
दिया	d̪ iː j ɑː
अनेक	ə n eː k
दंग	d̪ ə ŋ ɡ
जूझना	d͡ʒ uː d͡ʒ ʱ n ɑː
अमावस	ə m ɑː ʋ ə s
दावा	d̪ ɑː ʋ ɑː
व्लादिवोस्तोक	ʋ l ɑː d̪ ɪ ʋ oː s t̪ oː k
ये	j eː
संडास	s ə n ɖ ɑː s
बेगम	b eː ɡ ə m
अधिनियम	ə d̪ ʱ ɪ n iː j ə m
सांद्रता	s ɑː n d̪ ɾ ə t̪ ɑː
सुधारना	s ʊ d̪ ʱ ɑː ɾ n ɑː
प्यार	p j ɑː ɾ
दूना	d̪ uː n ɑː
पुरज़ा	p ʊ ɾ z ɑː
चलचित्रण	t͡ʃ ə l t͡ʃ ɪ t̪ ɾ ə n
गिनी	ɡ ɪ n iː
आमंत्रित	ɑː m ə n t̪ ɾ ɪ t̪
पुट्ठा	p ʊ ʈ ʈʰ ɑː
पेन	p e n
कमरा	k ə m ɾ ɑː
बरगद	b ə ɾ ɡ ə d̪
एकवर्णीय	eː k ʋ ə ɾ n iː j
अनुसरण	ə n ʊ s ə ɾ ə n
मुहैया	m ʊ ɦ ɛː j ɑː
वहमी	ʋ ɛː ʱ m iː
सीताफल	s iː t̪ ɑː pʰ ə l
हैं	ɦ ɛ̃ː
छह	t͡ʃʰ ə ʱ
सरहदी	s ə ɾ ɦ ə d̪ iː
भिक्षा	b ʱ ɪ k ʃ ɑː
बधिर	b ə d̪ ʱ ɪ ɾ
नमाज़	n ə m ɑː z
कुम्हलाना	k ʊ m ʱ l ɑː n ɑː
संतरा	s ə n t̪ ɾ ɑː
तलब	t̪ ə l ə b
तरंग	t̪ ə ɾ ə ŋ ɡ
चर्म	t͡ʃ ə ɾ m
समाकलन	s ə m ɑː k l ə n
रेलवे	ɾ eː l ʋ eː
चौड़ा	t͡ʃ ɔː ɽ ɑː
गायन	ɡ ɑː j ə n
पोपला	p oː p l ɑː
स्कूल	s k uː l
गहना	ɡ ɛː ʱ n ɑː
विद्युदणु	ʋ ɪ d̪ j ʊ d̪ ə n uː
राज	ɾ ɑː d͡ʒ
साग	s ɑː ɡ
अनब्याहा	ə n b j ɑː ɦ ɑː
हेज़लनट	ɦ eː z ə l n ə ʈ
बरज़बान	b ə ɾ ə z b ɑː n
जहाँगीर	d͡ʒ ə ɦ ɑ̃ː ɡ iː ɾ
बिक्री	b ɪ k ɾ iː
बेकार	b eː k ɑː ɾ
सूती	s uː t̪ iː
पंडित	p ə n ɖ ɪ t̪
जनसांख्यिकी	d͡ʒ ə n s ɑː ŋ kʰ j ɪ k iː
शेरनी	ʃ eː ɾ n iː
बढ़ई	b ə ɽ ʱ ə iː
वास्तव	ʋ ɑː s t̪ ə ʋ
छोड़ना	t͡ʃʰ oː ɽ n ɑː
अनपढ़	ə n p ə ɽ ʱ
प्रकाश	p ɾ ə k ɑː ʃ
श्यामदेश	ʃ j ɑː m d̪ eː ʃ
लोग	l oː ɡ
वाणिज्य	ʋ ɑː n ɪ d͡ʒ j
कंप्यूटरीकरण	k ə m p j uː ʈ ɾ iː k ə ɾ ə n
अड़तीस	ə ɽ t̪ iː s
बेनतीजा	b eː n ə t̪ iː d͡ʒ ɑː
राजग	ɾ ɑː d͡ʒ ə ɡ
रोमानिया	ɾ oː m ɑː n iː j ɑː
अंगुली	ə ŋ ɡ ʊ l iː
लुंगी	l ʊ ŋ ɡ iː
मुझको	m ʊ d͡ʒ ʱ k oː
सममिति	s ə m m ɪ t̪ iː
उत्तरदायित्व	ʊ t̪ t̪ ə ɾ d̪ ɑː j ɪ t̪ ʋ
भूखमरी	b ʱ uː kʰ m ə ɾ iː
राँझा	ɾ ɑː ɲ d͡ʒ ʱ ɑː
कुमाऊँ	k ʊ m ɑ̃ːː
ज्वार	d͡ʒ ʋ ɑː ɾ
पहल	p ɛː ʱ l
अनुपयोगी	ə n ʊ p j oː ɡ iː
संयोजक	s ə̃ j oː d͡ʒ ə k
अनुशीलन	ə n ʊ ʃ iː l ə n
किचन	k ɪ t͡ʃ ə n
लट	l ə ʈ
तंदुरुस्त	t̪ ə n d̪ ʊ ɾ ʊ s t̪
प्रारंभ	p ɾ ɑː ɾ ə m b ʱ
जिस	d͡ʒ ɪ s
मन्नत	m ə n n ə t̪
प्रतिकर्षण	p ɾ ə t̪ ɪ k ə ɾ ʃ ə n
मधुर	m ə d̪ ʱ ʊ ɾ
क्रियाकलाप	k ɾ iː j ɑː k ə l ɑː p
जानी	d͡ʒ ɑː n iː
नाभिक	n ɑː b ʱ ɪ k
मायने	m ɑː j n eː
आरोग्य	ɑː ɾ oː ɡ j
अँगहीन	ə̃ ɡ ʱ iː n
मनोरोग	m ə n oː ɾ oː ɡ
भाटक	b ʱ ɑː ʈ ə k
लपेटना	l ə p eː ʈ n ɑː
उत्पत्ति	ʊ t̪ p ə t̪ t̪ iː
दिसंबर	d̪ ɪ s ə m b ə ɾ
क्षेत्राधिकार	k ʃ eː t̪ ɾ ɑː d̪ ʱ ɪ k ɑː ɾ
सताना	s ə t̪ ɑː n ɑː
येड़ा	j eː ɽ ɑː
कनीज़	k ə n iː z
सहस्रमान	s ɛː ʱ s ɾ ə m ɑː n
मीन	m iː n
दायाँ	d̪ ɑː j ɑ̃ː
गृहस्थ	ɡ ɾ ɪ ɦ ə s t̪ʰ
सामूहिक	s ɑː m uː ɦ ɪ k
जुदा	d͡ʒ ʊ d̪ ɑː
बेवफ़ा	b eː ʋ ə f ɑː
नाई	n ɑː iː
पगोडा	p ə ɡ oː ɖ ɑː
अकादमिक	ə k ɑː d̪ m ɪ k
अत्याचारी	ə t̪ j ɑː t͡ʃ ɑː ɾ iː
साबित	s ɑː b ɪ t̪
चौराहा	t͡ʃ ɔː ɾ ɑː ɦ ɑː
दायर	d̪ ɑː j ə ɾ
कुंद	k ʊ n d̪
कोयल	k oː j ə l
किसानी	k ɪ s ɑː n iː
मजबूरी	m ə d͡ʒ b uː ɾ iː
बुआ	b ʊ ɑː
सैंतीस	s ɛː n t̪ iː s
लाठ	l ɑː ʈʰ
अनुपस्थित	ə n uː p ə s t̪ʰ ɪ t̪
मार्क्सवाद	m ɑː ɾ k s ʋ ɑː d̪
सुरमा	s ʊ ɾ m ɑː
मदार	m ə d̪ ɑː ɾ
शरमिंदा	ʃ ə ɾ m ɪ n d̪ ɑː
अनाड़ी	ə n ɑː ɽ iː
ज़रूर	z ə ɾ uː ɾ
फट्टू	pʰ ə ʈ ʈ uː
यातायात	j ɑː t̪ ɑː j ɑː t̪
अहिभृत्	ə ɦ ɪ b ʱ ɾ ɪ t̪
वेश्या	ʋ eː ʃ j ɑː
भगवान्	b ʱ ə ɡ ʋ ɑː n
परिभाषा	p ə r ɪ b ʱ aː ʃ aː
अद्यतन	ə d̪ j ə t̪ ə n
किलोग्राम	k ɪ l oː ɡ ɾ ɑː m
इंटेल	ɪ n ʈ eː l
आत्मसात	ɑː t̪ m ə s ɑː t̪
कांटा	k ɑː n ʈ ɑː
राजस्थानी	ɾ ɑː d͡ʒ ə s t̪ʰ ɑː n iː
आदिम	ɑː d̪ ɪ m
सेही	s eː ɦ iː
आकाश	ɑː k ɑː ʃ
अपशकुन	ə p ʃ ə k ʊ n
जागरूकता	d͡ʒ ɑː ɡ ɾ uː k t̪ ɑː
सरोद	s ə ɾ oː d̪
आशुलिपि	ɑː ʃ ʊ l ɪ p iː
भिंडी	b ʱ ɪ n ɖ iː
दुष्ट	d̪ ʊ ʃ ʈ
व्याकरण	ʋ j aː k ə r ə ɳ
हराम	ɦ ə ɾ ɑː m
लेस्टर	l eː s ʈ ə ɾ
मुबारकबाद	m ʊ b ɑː ɾ ə k b ɑː d̪
चालुक्य	t͡ʃ ɑː l ʊ k j
वर्गीकरण	ʋ ə ɾ ɡ iː k ɾ ə n
फेसबुक	pʰ eː s b ʊ k
ढलना	ɖ ʱ ə l n ɑː
स्टेडियम	s ʈ eː ɖ iː j ə m
अस्तित्व	ə s t̪ ɪ t̪ ʋ
अनियंत्रित	ə n iː j ə n t̪ ɾ ɪ t̪
मर्मघातक	m ə ɾ m ə ɡ ʱ ɑː t̪ ə k
पंचायत	p ə ɲ t͡ʃ ɑː j ə t̪
चरागाह	t͡ʃ ə ɾ ɑː ɡ ɑː ʱ
महकमा	m ɛː ʱ k m ɑː
नेत्रिका	n eː t̪ ɾ ɪ k ɑː
मेट्रो	m eː ʈ ɾ oː
फ़ुटबॉल	f ʊ ʈ b ɔː l
दंड	d̪ ə n ɖ
विजय	ʋ ɪ d͡ʒ ə j
तना	t̪ ə n ɑː
ढ़	ɽ ʱ ə
एकजुटता	eː k d͡ʒ ʊ ʈ t̪ ɑː
मृत्युदंड	m ɾ ɪ t̪ j ʊ d̪ ə n ɖ
गुलशन	ɡ ʊ l ʃ ə n
ष़	ɭ ə
अंतरिम	ə n t̪ ɾ ɪ m
मित्राई	m ɪ t̪ ɾ ɑː iː
सुखमय	s ʊ kʰ m ə j
अजीर्ण	ə d͡ʒ iː ɾ n
विधवा	ʋ ɪ d̪ ʱ ʋ ɑː
पतंगबाज़ी	p ə t̪ ə ŋ ɡ b ɑː z iː
मूली	m uː l iː
सार्वजनिक	s ɑː ɾ ʋ d͡ʒ ə n ɪ k
वृद्धि	ʋ ɾ ɪ d̪ d̪ ʱ iː
चुम्मा	t͡ʃ ʊ m m ɑː
बियाबान	b iː j ɑː b ɑː n
बिगुल	b ɪ ɡ ʊ l
विकिरण	ʋ ɪ k ɪ ɾ ə n
साध्वी	s ɑː d̪ ʱ ʋ iː
रुद्रवीणा	ɾ ʊ d̪ ɾ ə ʋ iː n ɑː
कदू	k ə d̪ uː
पेड़	p eː ɽ
मुरझाना	m ʊ ɾ d͡ʒ ʱ ɑː n ɑː
हैरान	ɦ ɛː ɾ ɑː n
व्याख्यान	ʋ j ɑː kʰ j ɑː n
नापसंद	n ɑː p ə s ə n d̪
हाँगर	ɦ ɑ̃ː ɡ ə ɾ
शिकंजा	ʃ ɪ k ə ɲ d͡ʒ ɑː
हँसना	ɦ ə̃ s n ɑː
उपलब्धि	ʊ p l ə b d̪ ʱ iː
रंगमंच	ɾ ə ŋ ɡ m ə ɲ t͡ʃ
अर्थव्यवस्था	ə ɾ t̪ʰ ə ʋ j ə ʋ ə s t̪ʰ ɑː
अपक्व	ə p ə k ʋ ə
सरीखा	s ə ɾ iː kʰ ɑː
फिर	pʰ ɪ ɾ
तातार	t̪ ɑː t̪ ɑː ɾ
खरोंच	kʰ ə ɾ oː ɲ t͡ʃ
याद	j ɑː d̪
रंग	ɾ ə ŋ ɡ
दृढ़संकल्प	d̪ ɾ ɪ ɽ ʱ s ə ŋ k ə l p
सफ़रनामा	s ə f ə ɾ n ɑː m ɑː
नतीजा	n ə t̪ iː d͡ʒ ɑː
तसला	t̪ ə s l ɑː
इक्यासी	ɪ k j ɑː s iː
ढूँढ़ना	ɖ ʱ ũː ɽ ʱ n ɑː
विभाजित	ʋ ɪ b ʱ ɑː d͡ʒ ɪ t̪
वापस	ʋ ɑː p ə s
अभिकलित्र	ə b ʱ ɪ k ə l ɪ t̪ ɾ
कुत्ती	k ʊ t̪ t̪ iː
मंज़ूर	m ə n z uː ɾ
फ़ैसलाबाद	f ɛː s l ɑː b ɑː d̪
समीर	s ə m iː ɾ
नुमाइश	n ʊ m ɑː ɪ ʃ
मध्यवर्ग	m ə d̪ ʱ j ə ʋ ə ɾ ɡ
इनका	ɪ n k ɑː
कसौटी	k ə s ɔː ʈ iː
सांख्यिकी	s ɑː ŋ kʰ j ɪ k iː
घरेलू	ɡ ʱ ə ɾ eː l uː
लोथ	l oː t̪ʰ
गोरिल्ला	ɡ oː ɾ ɪ l ɑː
आकस्मिक	ɑː k ə s m ɪ k
बीर	b iː ɾ
एकरूपता	eː k ɾ uː p t̪ ɑː
सरसठ	s ə ɾ s ə ʈʰ
पूर्णकालिक	p uː ɾ n ə k ɑː l ɪ k
चाट	t͡ʃ ɑː ʈ
खोजना	kʰ o d ʒ n̪ aː
कौआ	k ɔː ɑː
इंजील	ɪ ɲ d͡ʒ iː l
अजब	ə d͡ʒ ə b
कसके	k ə s k eː
सबब	s ə b ə b
टट्टी	ʈ ə ʈ ʈ iː
हेटौडा	ɦ eː ʈ ɔː ɖ ɑː
नीला	n iː l ɑː
अनस्तित्व	ə n ə s t̪ ɪ t̪ ʋ
गेहूँ	ɡ eː ɦ ũː
भृकुटी	b ʱ ɾ ɪ k ʊ ʈ iː
व्यर्थ	ʋ j ə ɾ t̪ʰ
मशीनीकरण	m ə ʃ iː n iː k ɾ ə n
संक्रामक	s ə ŋ k ɾ ɑː m ə k
सलवार	s ə l ʋ ɑː ɾ
रेलगाड़ी	ɾ eː l ɡ ɑː ɽ iː
हासिल	ɦ ɑː s ɪ l
झनझन	d͡ʒ ʱ ə n d͡ʒ ʱ ə n
मजनू	m ə d͡ʒ n uː
शलगम	ʃ ə l ɡ ə m
बहुचर्चित	b ə ɦ ʊ t͡ʃ ə ɾ t͡ʃ ɪ t̪
कार्यसूची	k ɑː ɾ j ə s uː t͡ʃ iː
मनसूब	m ə n s uː b
विजेता	ʋ ɪ d͡ʒ eː t̪ ɑː
बेतहाशा	b eː t̪ ə ɦ ɑː ʃ ɑː
संख्या	s ə ŋ kʰ j ɑː
पूंजी	p uː ɲ d͡ʒ iː
रोज़मर्रा	ɾ oː z m ə ɾ ɾ ɑː
भावनात्मक	b ʱ ɑː ʋ n ɑː t̪ m ə k
छांटना	t͡ʃʰ ɑː n ʈ n ɑː
मलेशिया	m ə l eː ʃ iː j ɑː
पटका	p ə ʈ k ɑː
दुअन्नी	d̪ ʊ ə n n iː
उपसचिव	ʊ p ə s t͡ʃ ɪ ʋ
रीता	ɾ iː t̪ ɑː
गठन	ɡ ə ʈʰ ə n
गुलाब	ɡ ʊ l ɑː b
हज़ारहा	ɦ ə z ɑː ɾ ɦ ɑː
पुनः	p ʊ n əʰ
रसोईघर	ɾ ə s oː iː ɡ ʱ ə ɾ
अनमोल	ə n m oː l
पराया	p ə ɾ ɑː j ɑː
तलाश	t̪ ə l ɑː ʃ
हाइपरटेक्स्ट	ɦ ɑː ɪ p ə ɾ ʈ eː k s ʈ
स्मारक	s m ɑː ɾ ə k
होगा	ɦ oː ɡ ɑː
गठजोड़	ɡ ə ʈʰ d͡ʒ oː ɽ
मुरदा	m ʊ ɾ d̪ ɑː
अंतर्वासी	ə n t̪ ə ɾ ʋ ɑː s iː
डायरी	ɖ ɑː j ə ɾ iː
द्विपक्षीय	d̪ ʋ ɪ p ə k ʃ iː j
अगरचे	ə ɡ ə ɾ t͡ʃ eː
अपकार	ə p k ɑː ɾ
इनसाफ़	ɪ n s ɑː f
निर्णय	n ɪ ɾ n ə j
छियानवे	t͡ʃʰ iː j ɑː n ʋ eː
राजहंस	ɾ ɑː d͡ʒ ʱ ə n s
उदारतावाद	ʊ d̪ ɑː ɾ t̪ ɑː ʋ ɑː d̪
जारी	d͡ʒ ɑː ɾ iː
अवधारण	ə ʋ d̪ ʱ ɑː ɾ ə n
पदोन्नत	p ə d̪ oː n n ə t̪
लापरवाही	l ɑː p ə ɾ ʋ ɑː ɦ iː
इत्तेला	ɪ t̪ t̪ eː l ɑː
थाना	t̪ʰ ɑː n ɑː
टेकना	ʈ eː k n ɑː
स्कर्ट	s k ə ɾ ʈ
कढ़ी	k ə ɽ ʱ iː
अए	ə eː
बत्तीस	b ə t̪ t̪ iː s
कोटर	k oː ʈ ə ɾ
सेनेगल	s eː n eː ɡ ə l
तनना	t̪ ə n n ɑː
चषक	t͡ʃ ə ʃ ə k
बिमारी	b ɪ m ɑː ɾ iː
गढ़ना	ɡ ə ɽ ʱ n ɑː
सॉसेज	s ɔː s eː d͡ʒ
अकर्मक	ə k ə ɾ m ə k
अलहदा	ə l ɛː ʱ d̪ ɑː
घोंघा	ɡ ʱ oː ŋ ɡ ʱ ɑː
खेतिहर	kʰ eː t̪ ɪ ɦ ə ɾ
उच्चारण	ʊ t͡ʃ t͡ʃ ɑː ɾ ə n
यौगिक	j ɔː ɡ ɪ k
शतावर	ʃ ə t̪ ɑː ʋ ə ɾ
कड़ा	k ə ɽ ɑː
अलीगढ़	ə l iː ɡ ə ɽ ʱ
करूंगा	k ə ɾ ũː ŋ ɡ ɑ
नौसेना	n ɔː s eː n ɑː
उढ़काना	ʊ ɽ ʱ k ɑː n ɑː
करघा	k ə ɾ ɡ ʱ ɑː
अपरिरुद्ध	ə p ə ɾ ɪ ɾ ʊ d̪ d̪ ʱ
अर्थहीन	ə ɾ t̪ʰ ɦ iː n
क्वेटा	k ʋ eː ʈ ɑː
अन्य	ə n j ə
शिनजियांग	ʃ ɪ n d͡ʒ iː j ɑː ŋ ɡ
मेघ	m eː ɡ ʱ
सारा	s ɑː ɾ ɑː
लकीर	l ə k iː ɾ
शक्ति	ʃ ə k t̪ iː
हिरन	ɦ ɪ ɾ ə n
सहकर्मी	s ɛː ʱ k ə ɾ m iː
नाजायज़	n ɑː d͡ʒ ɑː j ə z
चाँदनी	t͡ʃ ɑː n d̪ n iː
अन्यथा	ə n j ə t̪ʰ ɑː
बक्सा	b ə k s ɑː
वसूल	ʋ ə s uː l
हकीम	ɦ ə k iː m
तौल	t̪ ɔː l
पचानवे	p ə t͡ʃ ɑː n ʋ eː
मिसिसॉगा	m ɪ s ɪ s ɔː ɡ ɑː
मिटना	m ɪ ʈ n̪ aː
जिसने	d͡ʒ ɪ s n eː
उल्का	ʊ l k ɑː
संग्राम	s ə ŋ ɡ ɾ ɑː m
बेल्जियम	b eː l d͡ʒ iː j ə m
काँव	k ɑ̃ː ʋ
अनेकता	ə n eː k t̪ ɑː
पुरातत्वज्ञ	p ʊ ɾ ɑː t̪ ə t̪ ʋ ə ɡ j
रोमांच	ɾ oː m ɑː ɲ t͡ʃ
निरूपण	n ɪ ɾ uː p ə n
अधूरा	ə d̪ ʱ uː ɾ ɑː
मकान	m ə k aː n
स्टेटस	s ʈ eː ʈ ə s
पुनरुत्थान	p ʊ n ə ɾ ʊ t̪ t̪ʰ ɑː n
समापन	s ə m ɑː p ə n
आयोजित	ɑː j oː d͡ʒ ɪ t̪
इंडोनेशियन	ɪ n ɖ oː n eː ʃ iː j ə n
धंधा	d̪ ʱ ə n d̪ ʱ ɑː
पर्याप्त	p ə ɾ j ɑː p t̪
सलाहकार	s ə l ɑː ʱ k ɑː ɾ
इतराना	ɪ t̪ ɾ ɑː n ɑː
बहिन	b ɛː ʱ n
सलामी	s ə l ɑː m iː
विद्वान	ʋ ɪ d̪ ʋ ɑː n
उगना	ʊ ɡ n ɑː
वारिस	ʋ ɑː ɾ ɪ s
अवकलनीय	ə ʋ k ə l ə n iː j
ओला	oː l ɑː
परीक्षण	p ə ɾ iː k ʃ ə n
लादना	l ɑː d̪ n ɑː
बुंदेली	b ʊ n d̪ eː l iː
खुरपा	kʰ ʊ ɾ p ɑː
नींव	n ĩː ʋ
ज़फ़र	z ə f ə ɾ
नवजात	n ə ʋ d͡ʒ ɑː t̪
लहजा	l ɛː ʱ d͡ʒ ɑː
घोड़ा	ɡ ʱ oː ɽ ɑː
समन्दर	s ə m ə n d̪ ə ɾ
गिरना	ɡ ɪ ɾ n ɑː
आसमानी	ɑː s m ɑː n iː
तब	t̪ ə b
माँ	m ɑ̃ː
धँसना	d̪ ʱ ə̃ s n ɑː
समझना	s ə m ə d͡ʒ ʱ n ɑː
तत्कालीन	t̪ ə t̪ k ɑː l iː n
दासप्रथा	d̪ ɑː s p ɾ ə t̪ʰ ɑː
बहुदलीय	b ə ɦ ʊ d̪ ə l iː j
असर	ə s ə ɾ
पाँच	p ɑ̃ː t͡ʃ
चकोतरा	t͡ʃ ə k oː t̪ ɾ ɑː
क्रिस्मस	k ɾ ɪ s m ə s
हताहत	ɦ ə t̪ ɑː ɦ ə t̪
हैसियत	ɦ ɛː s iː j ə t̪
संरक्षण	s ə n ɾ ə k ʃ ə n
भाभी	b ʱ ɑː b ʱ iː
वलीअहद	ʋ ə l iː ɛː ʱ d̪
रक्तपात	ɾ ə k t̪ p ɑː t̪
मौजूदगी	m ɔː d͡ʒ uː d̪ ɡ iː
पचासी	p ə t͡ʃ ɑː s iː
रोटी	ɾ oː ʈ iː
इनको	ɪ n k oː
घमंड	ɡ ʱ ə m ə n ɖ
माने	m ɑː n eː
अशिष्ट	ə ʃ ɪ ʃ ʈ
जलारेख	d͡ʒ ə l ɑː ɾ eː kʰ
शिकारी	ʃ ɪ k ɑː ɾ iː
संकल्पना	s ə ŋ k ə l p ə n ɑː
पहनना	p ɛː ʱ n n ɑː
पिदर	p ɪ d̪ ə ɾ
सड़कछाप	s ə ɽ ə k t͡ʃʰ ɑː p
लीड्स	l iː ɖ s
चुकंदर	t͡ʃ ʊ k ə n d̪ ə ɾ
पान	p ɑː n
त्यागपत्र	t̪ j ɑː ɡ p ə t̪ ɾ
अजमेर	ə d͡ʒ m eː ɾ
कोरिया	k oː ɾ iː j ɑː
लघ्वातु	l ə ɡ ʱ ʋ ɑː t̪ uː
सामान्यतः	s ɑː m ɑː n j ə t̪ əʰ
केंद्रक	k eː n d̪ ɾ ə k
हूँ	ɦ ũː
सही	s ə ɦ iː
संवेदनशील	s ə m ʋ eː d̪ ə n ʃ iː l
मुझसे	m ʊ d͡ʒ ʱ s eː
मोल	m oː l
वस्तु	ʋ ə s t̪ uː
अभागा	ə b ʱ ɑː ɡ ɑː
ठिठक	ʈʰ ɪ ʈʰ ə k
लश्करी	l ə ʃ k ə ɾ iː
सैंतालीस	s ɛː n t̪ ɑː l iː s
अलाव	ə l ɑː ʋ
वतन	ʋ ə t̪ ə n
ज़मीर	z ə m iː ɾ
चित्त	t͡ʃ ɪ t̪ t̪
इंद्रनाथ	ɪ n d̪ ɾ ə n ɑː t̪ʰ
जल्दी	d͡ʒ ə l d̪ iː
तशरीफ़	t̪ ə ʃ ɾ iː f
कनटोप	k ə n ʈ oː p
दंभ	d̪ ə m b ʱ
बकरी	b ə k ɾ iː
शक्तिहीन	ʃ ə k t̪ ɪ ɦ iː n
ओर	oː ɾ
मातम	m ɑː t̪ ə m
युद्धबंदी	j ʊ d̪ d̪ ʱ b ə n d̪ iː
सुअर	s ʊ ə ɾ
कबीर	k ə b iː ɾ
साया	s ɑː j ɑː
गोरक्षा	ɡ oː ɾ ə k ʃ ɑː
भूसा	b ʱ uː s ɑː
इसमाईल	ɪ s m ɑː iː l
दंदान	d̪ ə n d̪ ɑː n
आशावाद	ɑː ʃ ɑː ʋ ɑː d̪
मुजरिम	m ʊ d͡ʒ ɾ ɪ m
ओक	oː k
संयोगवश	s ə̃ j oː ɡ ʋ ə ʃ
झोली	d͡ʒ ʱ oː l iː
कबड्डी	k ə b ə ɖ ɖ iː
छिटकना	t͡ʃʰ ɪ ʈ ə k n ɑː
चौंतीस	t͡ʃ ɔː n t̪ iː s
जिसे	d͡ʒ ɪ s eː
भड़काना	b ʱ ə ɽ k ɑː n ɑː
मुआवज़ा	m ʊ ɑː ʋ z ɑː
कंडीशनर	k ə n ɖ iː ʃ n ə ɾ
सूखा	s uː kʰ ɑː
चुलबुल	t͡ʃ ʊ l b ʊ l
हेकड़ी	ɦ eː k ɽ iː
रिवाज	ɾ ɪ ʋ ɑː d͡ʒ
जयकार	d͡ʒ ə j ə k ɑː ɾ
दक्षिणा	d̪ ə k ʃ ɪ n ɑː
करतब	k ə ɾ t̪ ə b
